indiv_num,hplus,rgi,datdeb_m,datdeb,salred_lowess,sexe,age,ancentr,dep,dimanc,horaic,maisoc,pnai28,samedc,zus,nivet,empnbh,paiperc,paimerc,datdeb_q,naf10,etranger,urban,in_tepa,married
365128,,1,2006m12,11dec2006,1449.0604,1,45,4,61,3,1,3,10,3,0,52,39,1,1,2006q4,FZ,1,0,1,0
365128,,2,2007m3,12mar2007,1545.4058,1,45,7,61,3,1,3,10,3,0,52,39,1,1,2007q1,FZ,1,0,1,0
365128,45,3,2007m6,11jun2007,1638.9948,1,45,10,61,3,1,3,10,3,0,52,39,1,1,2007q2,FZ,1,0,1,0
365128,,4,2007m9,10sep2007,,1,45,13,61,3,1,3,10,3,0,52,8,1,1,2007q3,FZ,1,0,1,0
365128,43,5,2007m12,10dec2007,1752.655,1,46,16,61,3,1,3,10,3,0,52,39,1,1,2007q4,FZ,1,0,1,0
365128,43,6,2008m3,10mar2008,1806.7736,1,46,19,61,3,1,3,10,3,0,52,39,1,1,2008q1,FZ,1,0,1,0
365142,,1,2007m2,05feb2007,,1,56,15,89,3,1,3,32,3,0,72,39,4,4,2007q1,FZ,2,0,1,1
365142,,2,2007m5,07may2007,1693.2283,1,56,18,89,3,1,3,32,3,0,72,36,4,4,2007q2,FZ,2,0,1,1
365142,,4,2007m11,05nov2007,,1,57,24,89,3,1,3,32,3,0,72,39,4,4,2007q4,FZ,2,0,1,1
365142,,5,2008m2,04feb2008,1856.2054,1,57,27,89,3,1,3,32,3,0,72,39,4,4,2008q1,FZ,2,0,1,1
365162,,3,2007m7,30jul2007,1984.3733,1,45,312,91,1,1,2,10,1,0,41,65,1,1,2007q3,GI,1,1,1,1
365162,,5,2008m1,28jan2008,2033.48,1,46,324,91,1,1,2,10,1,0,41,65,1,1,2008q1,GI,1,1,1,1
365162,,6,2008m4,28apr2008,2045.063,1,46,324,91,1,1,2,10,1,0,41,50,1,1,2008q2,GI,1,1,1,1
365163,,1,2007m1,29jan2007,1518.1886,0,43,53,91,1,1,3,10,1,0,61,39,1,1,2007q1,GI,1,1,1,1
365163,,2,2007m4,30apr2007,1524.0109,0,43,56,91,1,1,3,10,1,0,61,35,1,1,2007q2,GI,1,1,1,1
365163,,3,2007m7,30jul2007,1531.9712,0,44,59,91,1,1,3,10,1,0,61,44,1,1,2007q3,GI,1,1,1,1
365163,,4,2007m10,29oct2007,1543.2272,0,44,62,91,1,1,3,10,1,0,61,34,1,1,2007q4,GI,1,1,1,1
365163,,5,2008m1,28jan2008,1558.3773,0,44,65,91,1,1,3,10,1,0,61,39,1,1,2008q1,GI,1,1,1,1
365163,,6,2008m4,28apr2008,1570.2628,0,44,68,91,1,1,3,10,1,0,61,39,1,1,2008q2,GI,1,1,1,1
365164,45,1,2007m1,29jan2007,1252.505,1,21,7,91,3,1,3,10,3,0,43,35,1,1,2007q1,GI,1,1,1,1
365164,45,2,2007m4,30apr2007,1312.8983,1,21,2,91,3,1,3,10,3,0,43,32,1,1,2007q2,GI,1,1,1,1
365164,50,3,2007m7,30jul2007,1241.7205,1,21,5,91,3,1,3,10,3,0,43,39,1,1,2007q3,GI,1,1,1,1
365164,45,4,2007m10,29oct2007,1244.0797,1,22,8,91,3,1,3,10,3,0,43,23,1,1,2007q4,GI,1,1,1,1
365164,,5,2008m1,28jan2008,,1,22,11,91,3,1,3,10,3,0,43,39,1,1,2008q1,GI,1,1,1,1
365164,45,6,2008m4,28apr2008,1552.9326,1,22,14,91,3,1,3,10,3,0,43,32,1,1,2008q2,GI,1,1,1,1
365179,,1,2007m1,29jan2007,1515.8158,1,53,50,91,3,1,3,29,3,0,52,38,4,4,2007q1,FZ,3,1,1,0
365179,,2,2007m4,30apr2007,1526.6055,1,54,53,91,3,1,3,29,3,0,52,30,4,4,2007q2,FZ,3,1,1,0
365179,,4,2007m10,29oct2007,1531.89,1,54,59,91,3,1,3,29,3,0,52,25,4,4,2007q4,FZ,3,1,1,0
365179,,5,2008m1,28jan2008,1531.3912,1,54,62,91,3,1,3,29,3,0,52,38,4,4,2008q1,FZ,3,1,1,0
365179,,6,2008m4,28apr2008,1784.3195,1,55,65,91,3,1,3,29,3,0,52,24,4,4,2008q2,FZ,3,1,1,0
365193,40,2,2007m6,25jun2007,1646.3215,0,48,72,17,1,3,3,10,1,0,61,40,1,1,2007q2,GI,1,0,1,1
365193,,3,2007m9,24sep2007,1653.2268,0,48,72,17,1,3,3,10,1,0,61,37,1,1,2007q3,GI,1,0,1,1
365193,,4,2007m12,24dec2007,1657.4609,0,48,72,17,1,3,3,10,1,0,61,40,1,1,2007q4,GI,1,0,1,1
365193,,5,2008m3,24mar2008,1659.2922,0,48,84,17,1,3,3,10,1,0,61,40,1,1,2008q1,GI,1,0,1,1
365193,,6,2008m6,23jun2008,1661.298,0,49,84,17,1,3,3,10,1,0,61,39,1,1,2008q2,GI,1,0,1,1
365204,,2,2007m6,25jun2007,1699.2902,1,38,61,17,3,2,3,10,2,0,71,40,99,1,2007q2,BE,1,0,1,0
365239,42,3,2007m11,05nov2007,1594.4686,0,30,,75,2,3,3,10,2,0,32,30,1,1,2007q4,RU,1,1,1,0
365240,,3,2007m11,05nov2007,2786.0396,1,33,108,75,3,1,3,10,2,0,21,50,1,6,2007q4,MN,1,1,1,1
365241,,5,2008m5,05may2008,,0,34,59,75,3,1,3,10,3,0,21,24,1,1,2008q2,MN,1,1,1,1
365244,,1,2007m5,07may2007,1594.777,1,34,204,75,1,1,3,10,1,0,51,60,1,1,2007q2,GI,1,1,1,1
365244,,3,2007m11,05nov2007,1852.0348,1,35,204,75,1,1,3,10,1,0,51,60,1,1,2007q4,GI,1,1,1,1
365244,,4,2008m2,04feb2008,1859.4984,1,35,216,75,1,1,3,10,1,0,51,60,1,1,2008q1,GI,1,1,1,1
365244,,5,2008m5,05may2008,1861.8624,1,35,216,75,1,1,3,10,1,0,51,60,1,1,2008q2,GI,1,1,1,1
365251,,3,2007m11,05nov2007,2504.4187,1,34,72,75,2,1,3,10,2,0,21,41,1,1,2007q4,KZ,1,1,1,0
365258,,1,2007m5,07may2007,3080.6899,0,49,240,75,3,1,3,10,3,0,22,35,1,1,2007q2,KZ,1,1,1,0
365258,,2,2007m8,06aug2007,3054.5325,0,49,240,75,3,1,3,10,3,0,22,35,1,1,2007q3,KZ,1,1,1,0
365258,,3,2007m11,05nov2007,,0,49,240,75,3,1,3,10,3,0,22,35,1,1,2007q4,KZ,1,1,1,0
365258,,4,2008m2,04feb2008,2958.2366,0,50,252,75,3,1,3,10,3,0,22,42,1,1,2008q1,KZ,1,1,1,0
365258,,5,2008m5,05may2008,2942.9292,0,50,252,75,3,1,3,10,3,0,22,25,1,1,2008q2,KZ,1,1,1,0
365258,,6,2008m8,04aug2008,2964.0393,0,50,252,75,3,1,3,10,3,0,22,42,1,1,2008q3,KZ,1,1,1,0
365260,,1,2007m5,07may2007,2136.8879,0,27,38,75,3,1,3,10,3,0,21,40,1,1,2007q2,MN,1,1,1,0
365520,,1,2006m11,06nov2006,1251.1868,1,18,28,89,1,1,3,10,1,0,51,35,1,1,2006q4,GI,1,0,1,1
365520,40,2,2007m2,05feb2007,1283.2007,1,18,31,89,1,1,3,10,1,0,51,35,1,1,2007q1,GI,1,0,1,1
365520,45,3,2007m5,07may2007,1315.1814,1,18,34,89,1,3,3,10,1,0,51,40,1,1,2007q2,GI,1,0,1,1
365520,40,4,2007m8,06aug2007,1344.6279,1,19,37,89,1,3,3,10,1,0,51,39,1,1,2007q3,GI,1,0,1,1
365520,45,5,2007m11,05nov2007,1367.4377,1,19,40,89,1,3,3,10,1,0,51,37,1,1,2007q4,GI,1,0,1,1
365520,,6,2008m2,04feb2008,1385.4465,1,19,43,89,1,3,3,10,1,0,51,41,1,1,2008q1,GI,1,0,1,1
365523,45,1,2006m11,06nov2006,1692.9691,1,41,37,89,3,1,3,10,3,0,72,39,1,1,2006q4,BE,1,0,1,0
365523,42,2,2007m2,05feb2007,1692.8571,1,41,40,89,3,1,3,10,3,0,72,42,1,1,2007q1,BE,1,0,1,0
365523,45,3,2007m5,07may2007,1697.665,1,42,43,89,3,1,3,10,3,0,72,35,1,1,2007q2,BE,1,0,1,0
365523,45,4,2007m8,06aug2007,1703.0391,1,42,46,89,3,1,3,10,3,0,72,33,1,1,2007q3,BE,1,0,1,0
365523,45,5,2007m11,05nov2007,1710.4585,1,42,49,89,3,1,3,10,3,0,72,50,1,1,2007q4,BE,1,0,1,0
365523,45,6,2008m2,04feb2008,1719.0824,1,42,52,89,3,1,3,10,3,0,72,39,1,1,2008q1,BE,1,0,1,0
365527,,1,2007m2,05feb2007,1640.9509,0,54,240,89,2,3,3,10,1,0,72,45,1,1,2007q1,RU,1,0,1,1
365527,,2,2007m5,07may2007,1644.5599,0,54,240,89,2,3,3,10,1,0,72,45,1,1,2007q2,RU,1,0,1,1
365527,,4,2007m11,05nov2007,1675.1997,0,55,240,89,2,3,3,10,1,0,72,45,1,1,2007q4,RU,1,0,1,1
365527,,5,2008m2,04feb2008,1652.9901,0,55,252,89,2,3,3,10,1,0,72,45,1,1,2008q1,RU,1,0,1,1
365528,,1,2007m2,05feb2007,1799.0679,1,52,372,89,3,1,3,10,3,0,52,35,99,1,2007q1,FZ,1,0,1,1
365528,,2,2007m5,07may2007,1821.6057,1,52,372,89,3,1,3,10,3,0,52,27,99,1,2007q2,FZ,1,0,1,1
365528,,4,2007m11,05nov2007,1888.4094,1,52,372,89,3,1,3,10,3,0,52,35,99,1,2007q4,FZ,1,0,1,1
365528,,5,2008m2,04feb2008,1907.7327,1,53,384,89,3,1,3,10,3,0,52,35,99,1,2008q1,FZ,1,0,1,1
365529,45,1,2006m11,06nov2006,1758.947,1,43,26,89,3,1,3,10,3,0,52,39,1,1,2006q4,BE,1,0,1,1
365529,45,2,2007m2,05feb2007,1818.6428,1,43,29,89,3,1,3,10,3,0,52,39,1,1,2007q1,BE,1,0,1,1
365529,40,3,2007m5,07may2007,1769.3644,1,43,32,89,3,1,3,10,3,0,52,31,1,1,2007q2,BE,1,0,1,1
365529,,5,2007m11,05nov2007,1820.0049,1,44,38,89,3,1,3,10,3,0,52,48,1,1,2007q4,BE,1,0,1,1
365529,,6,2008m2,04feb2008,1837.1315,1,44,41,89,3,1,2,10,3,0,52,50,1,1,2008q1,BE,1,0,1,1
365534,,1,2006m11,06nov2006,1828.5586,1,27,65,89,1,3,3,10,1,0,32,32,1,1,2006q4,RU,1,0,1,0
365534,70,3,2007m5,07may2007,,1,27,3,89,1,1,3,10,1,0,32,39,1,1,2007q2,RU,1,0,1,0
365534,60,5,2007m11,05nov2007,1849.741,1,28,9,89,1,1,3,10,1,0,32,41,1,1,2007q4,RU,1,0,1,0
365534,45,6,2008m2,04feb2008,1859.9071,1,28,12,89,1,1,3,10,1,0,32,42,1,1,2008q1,GI,1,0,1,0
365536,,1,2006m11,06nov2006,1966.6615,1,47,240,89,3,1,3,10,3,0,52,35,1,1,2006q4,BE,1,0,1,1
365536,,2,2007m2,05feb2007,1971.1559,1,47,252,89,3,1,3,10,3,0,52,35,1,1,2007q1,BE,1,0,1,1
365536,,3,2007m5,07may2007,1981.9248,1,47,252,89,3,1,3,10,3,0,52,27,1,1,2007q2,BE,1,0,1,1
365536,,5,2007m11,05nov2007,2026.3379,1,48,252,89,3,1,3,10,3,0,52,35,1,1,2007q4,BE,1,0,1,1
365536,,6,2008m2,04feb2008,2040.7307,1,48,264,89,3,1,3,10,3,0,52,35,1,1,2008q1,BE,1,0,1,1
365537,40,1,2006m11,06nov2006,1549.0166,0,48,69,89,3,3,3,10,3,0,52,39,1,1,2006q4,BE,1,0,1,1
365537,,2,2007m2,05feb2007,1551.9923,0,48,72,89,3,3,3,10,3,0,52,39,1,1,2007q1,BE,1,0,1,1
365537,,3,2007m5,07may2007,1561.1801,0,48,75,89,3,3,3,10,3,0,52,31,1,1,2007q2,BE,1,0,1,1
365537,,5,2007m11,05nov2007,1594.0347,0,49,81,89,3,3,3,10,3,0,52,39,1,1,2007q4,BE,1,0,1,1
365537,,6,2008m2,04feb2008,1613.9574,0,49,84,89,3,3,3,10,3,0,52,39,1,1,2008q1,BE,1,0,1,1
365542,30,1,2006m11,06nov2006,2761.9199,1,48,156,89,3,1,3,10,1,0,32,35,1,1,2006q4,MN,1,0,1,0
365542,,2,2007m2,05feb2007,2813.4878,1,48,168,89,3,1,3,10,1,0,32,35,1,1,2007q1,MN,1,0,1,0
365542,,3,2007m5,07may2007,2779.9778,1,49,168,89,3,1,3,10,1,0,32,27,1,1,2007q2,MN,1,0,1,0
365542,,5,2007m11,05nov2007,2680.2737,1,49,168,89,3,1,3,10,1,0,32,35,1,1,2007q4,MN,1,0,1,0
365542,,6,2008m2,04feb2008,2674.48,1,49,180,89,3,1,3,10,1,0,32,35,1,1,2008q1,MN,1,0,1,0
365543,,1,2006m11,06nov2006,1630.8772,0,55,348,89,3,1,3,10,3,0,61,35,5,5,2006q4,BE,1,0,1,1
365543,,2,2007m2,05feb2007,1659.5558,0,56,360,89,3,1,3,10,3,0,61,35,5,5,2007q1,BE,1,0,1,1
365543,,3,2007m5,07may2007,1686.3112,0,56,360,89,3,1,3,10,3,0,61,28,5,5,2007q2,BE,1,0,1,1
365543,,5,2007m11,05nov2007,1752.2386,0,56,360,89,3,1,3,10,3,0,61,35,5,5,2007q4,BE,1,0,1,1
365543,,6,2008m2,04feb2008,1795.3505,0,57,372,89,3,1,3,10,3,0,61,37.5,5,5,2008q1,BE,1,0,1,1
365544,45,1,2006m11,06nov2006,2187.645,1,55,180,89,3,1,3,10,3,0,52,35,1,1,2006q4,GI,1,0,1,1
365544,45,2,2007m2,05feb2007,2166.1436,1,55,192,89,3,1,3,10,3,0,52,40,1,1,2007q1,GI,1,0,1,1
365544,,3,2007m5,07may2007,2145.7456,1,56,192,89,3,1,3,10,3,0,52,32,1,1,2007q2,GI,1,0,1,1
365544,,4,2007m8,06aug2007,2132.0496,1,56,192,89,3,1,3,10,3,0,52,40,1,1,2007q3,GI,1,0,1,1
365544,,5,2007m11,05nov2007,2129.0464,1,56,192,89,3,1,3,10,3,0,52,40,1,1,2007q4,GI,1,0,1,1
365544,,6,2008m2,04feb2008,2140.3411,1,56,204,89,3,1,3,10,3,0,52,40,1,1,2008q1,GI,1,0,1,1
365974,45,3,2007m5,07may2007,1546.0913,1,28,84,89,3,1,3,10,3,0,52,17,1,1,2007q2,BE,1,0,1,1
365974,,5,2007m11,05nov2007,1576.6945,1,29,84,89,3,1,3,10,3,0,52,45,1,1,2007q4,BE,1,0,1,1
365974,,6,2008m2,04feb2008,1591.5787,1,29,96,89,3,1,3,10,3,0,52,39,1,1,2008q1,BE,1,0,1,1
365980,,1,2006m11,06nov2006,1552.1191,0,37,216,89,3,1,3,10,1,0,41,35,1,6,2006q4,MN,1,0,1,0
365980,40,2,2007m2,05feb2007,1552.6375,0,37,228,89,3,1,3,10,1,0,41,35,1,6,2007q1,MN,1,0,1,0
365980,,3,2007m5,07may2007,1552.9052,0,37,228,89,3,1,3,10,1,0,41,27,1,6,2007q2,MN,1,0,1,0
365980,,4,2007m8,06aug2007,1549.8147,0,38,228,89,3,1,3,10,1,0,41,35,1,6,2007q3,MN,1,0,1,0
365980,,5,2007m11,05nov2007,1546.2549,0,38,228,89,3,1,3,10,1,0,41,35,1,6,2007q4,MN,1,0,1,0
365995,48,1,2006m10,02oct2006,2027.2377,1,56,72,69,1,3,3,10,1,1,52,36,1,1,2006q4,MN,1,1,1,0
365995,48,2,2007m1,01jan2007,2047.4407,1,56,84,69,1,3,3,10,1,1,52,36,1,1,2007q1,MN,1,1,1,0
365995,48,3,2007m4,02apr2007,2077.8918,1,56,84,69,1,3,3,10,1,1,52,48,1,1,2007q2,MN,1,1,1,0
365995,60,4,2007m7,02jul2007,2096.2793,1,57,84,69,1,3,3,10,1,1,52,36,1,1,2007q3,MN,1,1,1,0
365995,,6,2007m12,31dec2007,2102.1003,1,57,96,69,1,3,3,10,1,1,52,48,1,1,2008q1,MN,1,1,1,0
366002,,1,2007m1,01jan2007,1415.5,1,29,2,69,1,3,3,10,1,1,43,52,1,1,2007q1,GI,1,1,1,0
366002,52,2,2007m4,02apr2007,1461.9417,1,29,5,69,1,3,3,10,1,1,43,46,1,1,2007q2,GI,1,1,1,0
366002,,3,2007m7,02jul2007,1466.9342,1,30,8,69,1,3,3,10,1,1,43,44,1,1,2007q3,GI,1,1,1,0
366002,46,4,2007m10,01oct2007,1553.4553,1,30,11,69,1,3,3,10,1,1,43,42,1,1,2007q4,GI,1,1,1,0
366002,,5,2007m12,31dec2007,1552.4033,1,30,14,69,1,3,3,10,1,1,43,42,1,1,2008q1,GI,1,1,1,0
366016,,1,2006m10,02oct2006,1192,0,26,10,69,3,3,3,10,3,1,32,30,6,6,2006q4,BE,1,1,1,1
366016,,2,2007m1,01jan2007,,0,26,13,69,3,3,3,10,3,1,32,28,6,6,2007q1,BE,1,1,1,1
366016,,3,2007m4,02apr2007,,0,27,16,69,3,3,3,10,3,1,32,35,6,6,2007q2,BE,1,1,1,1
366017,,1,2006m10,02oct2006,1435.7318,1,28,19,69,2,1,3,10,2,1,52,35,6,6,2006q4,FZ,1,1,1,1
366017,,2,2007m1,01jan2007,,1,28,22,69,2,1,3,10,2,1,52,28,6,6,2007q1,FZ,1,1,1,1
366017,,3,2007m4,02apr2007,1406.0131,1,28,25,69,2,1,3,10,2,1,52,35,6,6,2007q2,FZ,1,1,1,1
366017,,4,2007m10,01oct2007,1582.8962,1,29,31,69,2,1,3,10,2,1,52,35,6,6,2007q4,FZ,1,1,1,1
366097,,1,2007m4,30apr2007,2138.656,1,57,396,87,2,1,3,10,2,0,52,27,1,1,2007q2,BE,1,1,1,1
366097,,3,2007m10,29oct2007,2194.9937,1,58,396,87,2,1,3,10,2,0,52,31,1,1,2007q4,BE,1,1,1,1
366097,,4,2008m1,28jan2008,2224.8928,1,58,408,87,2,1,3,10,2,0,52,40,1,1,2008q1,BE,1,1,1,1
366099,,4,2008m4,28apr2008,2246.8596,1,55,384,87,3,1,3,32,3,0,52,35,4,4,2008q2,BE,2,1,1,1
366101,,2,2007m7,30jul2007,1648.5265,0,53,432,87,3,1,3,10,3,0,52,38,1,1,2007q3,MN,1,1,1,1
366101,,3,2007m10,29oct2007,1655.1333,0,53,432,87,3,1,3,10,3,0,52,38,1,1,2007q4,MN,1,1,1,1
366101,,4,2008m1,28jan2008,1658.1185,0,53,444,87,3,1,3,10,3,0,52,38,1,1,2008q1,JZ,1,1,1,1
366101,,5,2008m4,28apr2008,1659.9291,0,54,444,87,3,1,3,10,3,0,52,31.5,1,1,2008q2,JZ,1,1,1,1
366101,,6,2008m7,28jul2008,1662.3362,0,54,444,87,3,1,3,10,3,0,52,38,1,1,2008q3,JZ,1,1,1,1
366103,,2,2007m7,30jul2007,1927.9186,1,26,51,87,3,3,3,10,3,0,32,50,1,1,2007q3,GI,1,1,1,1
366103,,3,2007m10,29oct2007,1919.0228,1,27,54,87,3,3,3,10,3,0,32,50,1,1,2007q4,GI,1,1,1,1
366103,,4,2008m1,28jan2008,1905.1219,1,27,57,87,3,3,3,10,3,0,32,50,1,1,2008q1,GI,1,1,1,1
366103,,6,2008m7,28jul2008,1884.6157,1,27,63,87,3,3,3,10,3,0,32,50,1,1,2008q3,GI,1,1,1,1
366104,42,1,2007m4,30apr2007,1954.4485,1,52,360,87,3,3,3,10,3,0,42,24,4,4,2007q2,KZ,1,1,1,1
366104,,5,2008m4,28apr2008,2045.063,1,53,372,87,3,3,3,10,3,0,42,23.24,4,4,2008q2,KZ,1,1,1,1
366106,,1,2007m4,30apr2007,1954.4485,1,54,228,87,3,1,3,10,1,0,61,30,1,1,2007q2,MN,1,1,1,1
366107,,1,2007m4,30apr2007,1643.2056,0,52,300,87,3,1,3,10,1,0,52,30,1,1,2007q2,MN,1,1,1,1
366109,,4,2008m4,28apr2008,,1,37,2,87,2,1,3,10,1,0,32,23,1,1,2008q2,RU,1,1,1,0
366109,,5,2008m7,28jul2008,1917.0313,1,37,5,87,2,1,3,10,1,0,32,37,1,1,2008q3,RU,1,1,1,0
366111,,3,2008m1,28jan2008,,1,21,24,87,3,1,3,10,3,0,52,37,1,1,2008q1,FZ,1,1,1,0
366179,,4,2008m4,07apr2008,4815.4312,1,58,55,83,3,3,1,10,1,0,21,42,1,1,2008q2,GI,1,1,1,1
366179,,6,2008m10,06oct2008,4912.8965,1,58,61,83,3,3,1,10,1,0,21,42,1,1,2008q4,GI,1,1,1,1
366189,,3,2008m1,07jan2008,2037.4485,1,52,372,83,3,3,3,10,3,0,52,39,1,1,2008q1,BE,1,1,1,1
366189,,4,2008m4,07apr2008,2043.5691,1,53,372,83,3,3,3,10,3,0,52,40,1,1,2008q2,BE,1,1,1,1
366189,,5,2008m7,07jul2008,2043.7577,1,53,372,83,3,3,3,10,3,0,52,35,1,1,2008q3,BE,1,1,1,1
366189,,6,2008m10,06oct2008,2045.9447,1,53,372,83,3,3,3,10,3,0,52,40,1,1,2008q4,BE,1,1,1,1
366599,,1,2007m4,30apr2007,1832.1708,0,39,204,87,3,1,3,10,3,0,32,25,1,1,2007q2,GI,1,1,1,1
366599,42,4,2008m1,28jan2008,1824.3749,0,40,216,87,3,1,3,10,3,0,32,40,1,1,2008q1,GI,1,1,1,1
366599,,5,2008m4,28apr2008,1837.0955,0,40,216,87,3,1,3,10,3,0,32,25,1,1,2008q2,GI,1,1,1,1
366599,,6,2008m7,28jul2008,1848.8782,0,41,216,87,3,1,3,10,3,0,32,44,1,1,2008q3,GI,1,1,1,1
366601,,3,2007m10,29oct2007,2372.8828,0,56,408,87,3,1,3,10,3,0,32,23,1,1,2007q4,MN,1,1,1,1
366601,,4,2008m1,28jan2008,2244.7009,0,56,420,87,3,1,3,10,3,0,32,37,1,1,2008q1,MN,1,1,1,1
366601,,5,2008m4,28apr2008,,0,57,420,87,3,1,3,10,3,0,32,15,1,1,2008q2,MN,1,1,1,1
366604,,1,2007m4,30apr2007,1760.0948,1,44,264,87,2,1,3,10,2,0,61,18,1,1,2007q2,BE,1,1,1,1
366604,,2,2007m7,30jul2007,1788.5459,1,44,264,87,2,1,3,10,2,0,61,35,1,1,2007q3,BE,1,1,1,1
366604,40,3,2007m10,29oct2007,1813.4017,1,44,264,87,2,1,3,10,2,0,61,19,1,1,2007q4,BE,1,1,1,1
366604,45,4,2008m1,28jan2008,1831.5548,1,44,276,87,2,1,3,10,2,0,61,43,1,1,2008q1,BE,1,1,1,1
366604,,5,2008m4,28apr2008,2043.5691,1,45,276,87,2,1,3,10,2,0,61,24,1,1,2008q2,BE,1,1,1,1
366610,,4,2008m1,28jan2008,,1,25,55,87,3,1,2,10,3,0,22,43,1,1,2008q1,BE,1,1,1,0
366610,,5,2008m4,28apr2008,2623.698,1,25,58,87,3,1,2,10,3,0,22,8,1,1,2008q2,BE,1,1,1,0
366612,,1,2007m4,30apr2007,1643.2056,0,52,312,87,3,1,3,10,3,0,61,35,1,1,2007q2,GI,1,1,1,1
366612,,2,2007m7,30jul2007,1648.5265,0,52,312,87,3,1,3,10,3,0,61,35,1,1,2007q3,GI,1,1,1,1
366612,,3,2007m10,29oct2007,1655.1333,0,52,312,87,3,1,3,10,3,0,61,28,1,1,2007q4,GI,1,1,1,1
366612,,4,2008m1,28jan2008,1658.1185,0,53,324,87,3,1,3,10,3,0,61,35,1,1,2008q1,GI,1,1,1,1
366612,,5,2008m4,28apr2008,1659.9291,0,53,324,87,3,1,3,10,3,0,61,30,1,1,2008q2,GI,1,1,1,1
366612,,6,2008m7,28jul2008,1662.3362,0,53,324,87,3,1,3,10,3,0,61,35,1,1,2008q3,GI,1,1,1,1
366614,,1,2007m4,30apr2007,2151.9897,1,59,132,87,3,1,3,10,3,0,42,37,1,1,2007q2,LZ,1,1,1,1
366614,,3,2007m10,29oct2007,2128.2966,1,59,132,87,3,1,3,10,3,0,42,26,1,1,2007q4,LZ,1,1,1,1
366614,,4,2008m1,28jan2008,2135.4829,1,60,144,87,3,1,3,10,3,0,42,15,1,1,2008q1,LZ,1,1,1,1
366614,,5,2008m4,28apr2008,2149.6741,1,60,144,87,3,1,3,10,3,0,42,28,1,1,2008q2,LZ,1,1,1,1
366617,,3,2007m10,29oct2007,2012.1155,1,48,156,87,3,3,3,10,2,0,52,35,1,1,2007q4,GI,1,1,1,1
366617,,4,2008m1,28jan2008,2033.48,1,48,168,87,3,3,3,10,2,0,52,42,1,1,2008q1,GI,1,1,1,1
366617,,5,2008m4,28apr2008,2045.063,1,48,168,87,3,3,3,10,2,0,52,35,1,1,2008q2,GI,1,1,1,1
366617,,6,2008m7,28jul2008,2050.7168,1,49,168,87,3,3,3,10,2,0,52,42,1,1,2008q3,GI,1,1,1,1
366624,39,1,2007m4,30apr2007,1524.0109,0,44,144,87,2,1,3,10,1,0,51,35,1,3,2007q2,GI,1,1,1,1
366624,,4,2008m1,28jan2008,1658.1185,0,45,156,87,2,1,3,10,1,0,51,35,1,3,2008q1,GI,1,1,1,1
366624,,5,2008m4,28apr2008,1659.9291,0,45,156,87,2,1,3,10,1,0,51,14,1,3,2008q2,GI,1,1,1,1
366624,,6,2008m7,28jul2008,1662.3362,0,45,156,87,2,1,3,10,1,0,51,35,1,3,2008q3,GI,1,1,1,1
366631,,2,2007m9,10sep2007,,1,20,0,19,3,1,3,10,1,0,52,40,1,1,2007q3,BE,1,1,1,0
366631,50,3,2007m12,10dec2007,1352.8948,1,20,3,19,3,1,3,10,1,0,52,38,1,1,2007q4,BE,1,1,1,0
366641,,2,2007m10,08oct2007,1848.7001,1,42,204,83,1,3,3,10,1,0,52,36,4,1,2007q4,MN,1,1,1,1
366641,48,3,2008m1,07jan2008,1857.5925,1,42,216,83,1,3,3,10,1,0,52,36,4,1,2008q1,MN,1,1,1,1
366641,,4,2008m4,07apr2008,1861.5044,1,42,216,83,1,3,3,10,1,0,52,36,4,1,2008q2,MN,1,1,1,1
366641,12,5,2008m7,07jul2008,1861.8693,1,43,216,83,1,3,3,10,1,0,52,48,4,1,2008q3,MN,1,1,1,1
366644,,2,2007m10,08oct2007,4750.4292,1,46,216,83,3,1,3,10,3,0,21,42,1,1,2007q4,BE,1,1,1,1
366644,,3,2008m1,07jan2008,4829.7266,1,46,228,83,3,1,3,10,3,0,21,40,1,1,2008q1,BE,1,1,1,1
366644,,4,2008m4,07apr2008,4875.6602,1,46,228,83,3,1,3,10,3,0,21,50,1,1,2008q2,BE,1,1,1,1
366644,,5,2008m7,07jul2008,4861.5059,1,47,228,83,3,1,3,10,3,0,21,40,1,1,2008q3,BE,1,1,1,1
366644,,6,2008m10,06oct2008,4868.8901,1,47,228,83,3,1,3,10,3,0,21,50,1,1,2008q4,BE,1,1,1,1
367026,,1,2007m9,10sep2007,,0,37,2,19,3,1,2,10,2,0,32,49,1,1,2007q3,FZ,1,1,1,1
367026,30,2,2007m12,10dec2007,,0,37,5,19,3,1,2,10,2,0,32,45,1,1,2007q4,FZ,1,1,1,1
367026,32,3,2008m3,10mar2008,,0,37,8,19,3,1,3,10,2,0,32,39,1,1,2008q1,FZ,1,1,1,1
367026,,4,2008m6,09jun2008,,0,37,11,19,3,1,3,10,2,0,32,24,1,1,2008q2,FZ,1,1,1,1
367027,,1,2007m9,10sep2007,1779.8627,1,32,22,19,3,1,3,10,3,0,32,36,1,1,2007q3,MN,1,1,1,1
367027,,2,2007m12,10dec2007,1799.3735,1,33,25,19,3,1,3,10,3,0,32,36,1,1,2007q4,MN,1,1,1,1
367027,,3,2008m3,10mar2008,,1,33,28,19,3,1,3,10,3,0,32,36,1,1,2008q1,MN,1,1,1,1
